,prompt,classes,answer_index
134,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""the vet told rachel that her cat had developed* cancer.""
 A. ""the vet told rachel that her cat had highly-developed cancer.""
 B. ""the vet told rachel that her cat had undeveloped cancer.""
Output:","[' A.', ' B.']",1
135,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""jim is a new* driver and has never been pulled over before.""
 A. ""jim is a worn driver and has never been pulled over before.""
 B. ""jim is a new driver and has never been pulled over before.""
Output:","[' A.', ' B.']",0
136,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""i ate a sandwich covered* in them.""
 A. ""i ate a sandwich bare in them.""
 B. ""i ate a sandwich covered in them.""
Output:","[' A.', ' B.']",0
137,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""eventually he had hundreds of pages written*.""
 A. ""eventually he had hundreds of pages written.""
 B. ""eventually he had hundreds of pages unwritten.""
Output:","[' A.', ' B.']",1
138,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""boris was addicted* to video games.""
 A. ""boris was addicted to video games.""
 B. ""boris was unaddicted to video games.""
Output:","[' A.', ' B.']",1
139,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""his mother was concerned*.""
 A. ""his mother was interested.""
 B. ""his mother was unconcerned.""
Output:","[' A.', ' B.']",1
140,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""a police officer came down* with the flu today.""
 A. ""a police officer came up with the flu today.""
 B. ""a police officer came down with the flu today.""
Output:","[' A.', ' B.']",0
141,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""he was unable* to go into work as he could barely get out of bed.""
 A. ""he was unable to go into work as he could barely get out of bed.""
 B. ""he was able to go into work as he could barely get out of bed.""
Output:","[' A.', ' B.']",1
142,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""his wife spent time taking care of him and making sure* he was okay.""
 A. ""his wife spent time taking care of him and making unsure he was okay.""
 B. ""his wife spent time taking care of him and making trusted he was okay.""
Output:","[' A.', ' B.']",0
143,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""he made sure* to drink enough and eat enough.""
 A. ""he made trusted to drink enough and eat enough.""
 B. ""he made unsure to drink enough and eat enough.""
Output:","[' A.', ' B.']",1
144,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""one day nathan's dad left* and didn't leave a lighter for his mom.""
 A. ""one day nathan's dad right and didn't leave a lighter for his mom.""
 B. ""one day nathan's dad left and didn't leave a lighter for his mom.""
Output:","[' A.', ' B.']",0
145,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""well* his mom was very upset and made him walk to the store barefoot.""
 A. ""ill his mom was very upset and made him walk to the store barefoot.""
 B. ""well his mom was very upset and made him walk to the store barefoot.""
Output:","[' A.', ' B.']",0
146,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""poor* nathan had to walk down a gravel road to bring his mom matches.""
 A. ""rich nathan had to walk down a gravel road to bring his mom matches.""
 B. ""poor nathan had to walk down a gravel road to bring his mom matches.""
Output:","[' A.', ' B.']",0
147,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""gary was a brave* child.""
 A. ""gary was a gay child.""
 B. ""gary was a cowardly child.""
Output:","[' A.', ' B.']",1
148,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""his parents looked all* over for him.""
 A. ""his parents looked all over for him.""
 B. ""his parents looked some over for him.""
Output:","[' A.', ' B.']",1
149,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""they found* him sitting on the swing at the park.""
 A. ""they lost him sitting on the swing at the park.""
 B. ""they found him sitting on the swing at the park.""
Output:","[' A.', ' B.']",0
